Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,URL,img_URL,Regular-Price,Final-Price,Comment,TIKI-NOW,Rating,Installment,Page,Location
57809866,57809868,6693737306374,Điện thoại Xiaomi Redmi 9A (2GB/32GB) - Hàng chính hãng,Xiaomi,https://tiki.vn/dien-thoai-xiaomi-redmi-9a-2gb-32gb-hang-chinh-hang-p57809866.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0c/cd/34/0b6abf38aaba0a3507c7c2610a15dc9f.jpg,1.990.000đ,1.950.000đ                                            -2%,43 nhận xét,YES,90%,,1,14
54882670,55089789,8495104700642,Điện thoại để bàn tân cổ điển chuông thanh bàn phím quay mã DT10 dùng sim di động hoặc dùng cáp nghe gọi âm thanh rõ ràng và để trang trí (điện thoại bàn tân cổ điển),OEM,"https://tiki.vn//t.ants.vn/a3/c/?bc=c2af00c887,pageview,1601213406,visitor,1,7496227197,638770403,1345098253,10384,1,12336395223,12336394611,1,0_1&t_rls=7496227197-638770407-0-1000&t_s=7496227197-12336395223-1345098253:1&t_kw=&t_z=&t_age=7496227197-12336395223-3:1.0&t_gd=7496227197-12336395223-1:1.0&t_tp=&t_itr=&t_imk=&t_rm=&c_tp=&c_itr=&c_imk=&c_rm=&ti_area=29:1:VN&ti_gd=2&ti_age=3&ti_pl=1&ti_nw=:::1000&ti_dv=1:1:5:10:169:487613&skw=&aid=visitor&cv=ab0dc76a&nspace=tiki&action_name=×tamp=1601213406388&url=&urlref=&hostname=&gent=&format=33&template=0&res=&gd=2&loc=29-1-vn&device_model=desktop&redirect=https%3A%2F%2Ftiki.vn%2Fdien-thoai-de-ban-tan-co-dien-chuong-thanh-ban-phim-quay-ma-dt10-dung-sim-di-dong-hoac-dung-cap-nghe-goi-am-thanh-ro-rang-va-de-trang-tri-dien-thoai-ban-tan-co-dien-dung-sim-nhu-dtdd-p54882670.html%3Fspid%3D55089789&prd_imp=7496227197-12336395223-9128234960:1&pos=16",https://salt.tikicdn.com/cache/280x280/ts/product/e6/8b/35/e1e0af14e956971c3d866f6ba168baf6.JPG,3.400.000đ,3.400.000đ,Chưa có nhận xét,YES,,,1,15
32648365,32648369,2400896275908,iPad 10.2 Inch WiFi 32GB New 2019 - Hàng Nhập Khẩu Chính Hãng,Apple,https://tiki.vn/ipad-10-2-inch-wifi-32gb-new-2019-hang-nhap-khau-chinh-hang-p32648365.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d2/a3/ec/8c8d00ee9e7d66bd438509780fa9dc8f.jpg,9.990.000đ,8.990.000đ                                            -10%,379 nhận xét,YES,92%,Trả góp 0%,1,16
55665054,55665056,3135503316420,Điện Thoại Nokia 150 (2020) -  Hàng Chính Hãng,Nokia,https://tiki.vn/dien-thoai-nokia-150-2020-hang-chinh-hang-p55665054.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/93/43/64/23f32c1577c0afca5ee35517e31dfe7b.jpg,660.000đ,610.000đ                                            -8%,55 nhận xét,YES,96%,,1,17
56025835,66107504,5786661452222,Điện Thoại Samsung Galaxy A21s - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a21s-hang-chinh-hang-p56025835.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/79/00/59/cf96bcd116111fb01b6371462f406c7a.jpg,4.690.000đ,3.880.000đ                                            -17%,1 nhận xét,NO,100%,,1,18
53516830,53516832,1481122201053,Điện Thoại Samsung Galaxy A11 (32GB/3GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a11-32gb-3gb-hang-chinh-hang-p53516830.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ee/e1/c6/9426cb55d815192d869cf0fc4940c964.jpg,3.690.000đ,2.750.000đ                                            -25%,140 nhận xét,YES,92%,,1,19
16256385,16256387,4001630745763,Điện Thoại Vivo Y15 (4GB / 64GB) - Hàng Chính Hãng,Vivo,https://tiki.vn/dien-thoai-vivo-y15-4gb-64gb-hang-chinh-hang-p16256385.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d7/7c/13/f9e94af4553b064963a0dbdbe7c6b39b.jpg,4.990.000đ,2.750.000đ                                            -45%,152 nhận xét,YES,94%,,1,20
34942696,34942698,7139436320222,Điện Thoại Nokia 105 Single Sim (2019) - Hàng Chính Hãng,Nokia,https://tiki.vn/dien-thoai-nokia-105-single-sim-2019-hang-chinh-hang-p34942696.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/91/ef/fb/ae08c25c6e913812f2fd60aca318bd8a.JPG,360.000đ,350.000đ                                            -3%,168 nhận xét,YES,88%,,1,21
55138557,55899357,2711362993685,Điện thoại Xiaomi Redmi Note 9 Pro - Hàng Chính Hãng,Xiaomi,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9-pro-hang-chinh-hang-p55138557.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5b/26/71/578c605b9f68f63eceaa1acee2e8481e.png,6.490.000đ,5.590.000đ                                            -14%,77 nhận xét,YES,92%,Trả góp 0%,1,22
63839533,63839537,9388231832982,Điện Thoại Vsmart Live 4 - Hàng Chính Hãng,Vsmart,https://tiki.vn/dien-thoai-vsmart-live-4-hang-chinh-hang-p63839533.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/51/72/27/4c04682c692761492af9f1141d67ca6c.jpg,4.490.000đ,4.490.000đ,48 nhận xét,YES,90%,,1,23
33928555,53991107,9346809776809,Điện Thoại iPhone 11 Pro Max 64GB  - Hàng  Nhập Khẩu,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-max-64gb-hang-nhap-khau-p33928555.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/09/75/89/539dab36b70ad85bffc66a9dee6b8dee.png,37.990.000đ,25.299.000đ                                            -33%,6 nhận xét,YES,88%,Trả góp 0%,1,24
47475765,47475767,3619375932013,Điện Thoại Samsung Galaxy A71 (128GB/8GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a71-128gb-8gb-hang-chinh-hang-p47475765.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/94/2f/ae/e29efe4d87c4dc35a0b6af6b98950bea.jpg,10.490.000đ,7.999.000đ                                            -24%,35 nhận xét,YES,92%,Trả góp 0%,1,25
59043375,59043379,2955187124217,Điện thoại Vsmart Star 4 (4GB/64GB) - Hàng chính hãng,Vsmart,https://tiki.vn/dien-thoai-vsmart-star-4-4gb-64gb-hang-chinh-hang-tiki-doc-quyen-p59043375.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c4/bc/cc/21e30a265d74c43a2f01b1dac081a37d.jpg,2.690.000đ,2.390.000đ                                            -11%,32 nhận xét,YES,88%,,1,26
57127752,57844450,1091071504787,Điện Thoại Xiaomi Redmi 9 - Hàng Chính Hãng,Xiaomi,https://tiki.vn/dien-thoai-xiaomi-redmi-9-hang-chinh-hang-p57127752.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/7b/d4/27/0e025466a82691de45df61530b7bf217.png,3.590.000đ,3.090.000đ                                            -14%,40 nhận xét,YES,98%,,1,27
24153113,24153115,8335999003353,Điện Thoại Vivo Y12 (64GB/3GB) - Hàng Chính Hãng,Vivo,https://tiki.vn/dien-thoai-vivo-y12-64gb-3gb-hang-chinh-hang-p24153113.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/61/d0/96/a6f967a3a4101411828cf7e2e49e1731.png,4.190.000đ,2.630.000đ                                            -37%,84 nhận xét,YES,96%,,1,28
36699543,298372,8162816048644,Điện Thoại iPhone 7 Plus 128GB - Hàng Chính Hãng VN/A,Apple,https://tiki.vn/dien-thoai-iphone-7-plus-hang-chinh-hang-vn-a-p36699543.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/08/f2/8e/e57b3ef3e84e1bb5b6d35e8bfff4b76f.jpg,13.990.000đ,9.650.000đ                                            -31%,150 nhận xét,YES,90%,Trả góp 0%,1,29
32033730,32033732,3944486607964,Điện Thoại iPhone 11 128GB  - Hàng Chính Hãng,Apple,https://tiki.vn/dien-thoai-iphone-11-128gb-hang-chinh-hang-p32033730.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0c/62/39/499c08d6ec13cd33b33ee601d9e4251e.jpg,23.990.000đ,19.990.000đ                                            -17%,113 nhận xét,YES,96%,Trả góp 0%,1,30
32028822,32028826,6098931431776,Điện Thoại iPhone 11 Pro Max 64GB - Hàng Chính Hãng ,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-max-64gb-hang-chinh-hang-p32028822.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/6b/da/72/8a286001708741cbcdedc0cbfe8f0cae.jpg,33.990.000đ,27.450.000đ                                            -19%,146 nhận xét,YES,92%,Trả góp 0%,1,31
62263771,63461536,6690336097450,Điện Thoại Samsung Galaxy Note 20 (256GB/8GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-256gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p62263771.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/30/e7/6d/db1fc5314aa578f57b5a378a135057a0.jpg,23.990.000đ,15.590.000đ                                            -35%,12 nhận xét,YES,96%,Trả góp 0%,1,32
58616042,58616044,4992710285647,Điện Thoại Samsung Galaxy Note 20 Ultra (256GB/8GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-ultra-256gb-12gb-hang-chinh-hang-p58616042.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a2/0e/21/8370177bf6874a6a3f219a825980c3c2.jpg,29.990.000đ,22.690.000đ                                            -24%,15 nhận xét,YES,90%,Trả góp 0%,1,33
25918805,25918807,7516299415539,Điện Thoại Samsung Galaxy A10s (32GB/2GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a10s-32gb-2gb-hang-chinh-hang-p25918805.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/42/78/f1/a48bad4693c5b0bbd38b5b395efd2417.jpg,3.690.000đ,2.650.000đ                                            -28%,83 nhận xét,YES,94%,,1,34
48290408,48152712,7611923428579,Điện Thoại Samsung Galaxy Note 10 Lite (128GB/8GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-note-10-lite-128gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p48290408.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ab/11/83/faeea4f22fdc230a07e517bf9fcd248d.jpg,13.990.000đ,8.690.000đ                                            -38%,58 nhận xét,YES,90%,Trả góp 0%,1,35
12417547,12417549,2755467167718,iPad Air 10.5 Wi-Fi 64GB New 2019 - Nhập Khẩu Chính Hãng,Apple,https://tiki.vn/ipad-air-10-5-wi-fi-64gb-new-2019-nhap-khau-chinh-hang-p12417547.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9f/13/87/0d1dca5b6f328c05620a59caa63bdfec.jpg,14.990.000đ,12.950.000đ                                            -14%,250 nhận xét,YES,92%,Trả góp 0%,1,36
54446719,54446729,6007459192052,"ĐIỆN THOẠI XIAOMI REDMI NOTE 9S (NGUYÊN SEAL, GLOBAL VERSION) - HÀNG NHẬP KHẨU (CÓ SẴN TIẾNG VIỆT KHÔNG CẦN CÀI ĐẶT)",Xiaomi,https://tiki.vn/dien-thoai-xiaomi-redmi-note-9s-nguyen-seal-global-version-hang-nhap-khau-co-san-tieng-viet-khong-can-cai-dat-p54446719.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/58/24/71/17948a1af4a72b22b08108faac665456.png,5.490.000đ,4.290.000đ                                            -22%,45 nhận xét,YES,100%,Trả góp 0%,1,37
56307922,56307924,1311503081953,Điện Thoại Nokia 5.3 (64GB/3GB) - Hàng Chính Hãng,Nokia,https://tiki.vn/dien-thoai-nokia-5-3-64gb-3gb-hang-chinh-hang-p56307922.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/02/20/f0/8b1ca528378774ae85ae4d596d7d9f09.jpg,3.990.000đ,2.790.000đ                                            -30%,80 nhận xét,YES,94%,,1,38
3717703,51466935,1283966793820,Điện Thoại Di Động GSM ZONO N8110 2.4inch - Hàng Nhập Khẩu,Zono,https://tiki.vn/dien-thoai-di-dong-gsm-zono-n8110-2-4inch-hang-nhap-khau-p3717703.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4f/66/db/dd43d04df84c9f4136074ca9d3079eb7.jpg,520.000đ,199.000đ                                            -62%,179 nhận xét,YES,70%,,1,39
45339109,45339111,6324361101683,Điện Thoại Samsung Galaxy A51 (128GB/6GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a51-128gb-6gb-hang-chinh-hang-p45339109.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/0c/98/a8/1d2b9828c9a60c6f880620ee1b6f311d.jpg,7.990.000đ,6.190.000đ                                            -23%,149 nhận xét,YES,88%,Trả góp 0%,1,40
63084235,63084237,6499284082972,Điện thoại Vsmart Live 4,Vsmart,https://tiki.vn/dien-thoai-vsmart-live-4-p63084235.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/17/9f/61/6468dd378f9648b1856399657335b2b8.png,4.690.000đ,4.290.000đ                                            -9%,8 nhận xét,YES,94%,,1,41
49917539,49917543,8829957720432,Điện Thoại Realme C3 - Hàng Chính Hãng,Realme,https://tiki.vn/dien-thoai-realme-c3-hang-chinh-hang-p49917539.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c4/7d/79/5c237e206a49d20feede43a7cc563fc6.jpg,2.990.000đ,2.470.000đ                                            -17%,68 nhận xét,YES,92%,,1,42
36700352,35043490,7352207416799,Điện Thoại iPhone 8 Plus 128GB - Hàng Chính Hãng VN/A,Apple,https://tiki.vn/dien-thoai-iphone-8-plus-hang-chinh-hang-vn-a-p36700352.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a3/38/7a/cfb0c49d5e177ceebd6177b6f571e90d.JPG,18.990.000đ,13.790.000đ                                            -27%,70 nhận xét,YES,94%,Trả góp 0%,1,43
51428406,51428410,2919421832603,iPad Pro 11 inch (2020) Wifi - Hàng Nhập Khẩu Chính Hãng,Apple,https://tiki.vn/ipad-pro-11-inch-2020-wifi-hang-nhap-khau-chinh-hang-p51428406.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/99/0e/80/0d691f0c1f224487df609c8aa2fee3ea.jpg,23.990.000đ,21.450.000đ                                            -11%,20 nhận xét,YES,94%,Trả góp 0%,1,44
17510219,17878121,4409172769665,Điện Thoại Oppo Reno 10x Zoom Edition - Hàng Chính Hãng,OPPO,https://tiki.vn/dien-thoai-oppo-reno-10x-zoom-edition-hang-chinh-hang-p17510219.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4e/a6/37/bc30e95689d3b4774569fd0eb320a086.jpg,19.990.000đ,9.950.000đ                                            -50%,26 nhận xét,YES,92%,Trả góp 0%,1,45
35843180,35843188,6861941826241,Điện Thoại Samsung Galaxy A20s - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a20s-hang-chinh-hang-p35843180.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/05/b7/ab/e6e7b0c6c2e2a51135d518ada5053ee3.jpg,4.390.000đ,3.790.000đ                                            -14%,159 nhận xét,YES,92%,Trả góp 0%,1,46
62269749,62295462,5463004312770,Điện Thoại Samsung Galaxy Note 20 Ultra (256GB/8GB) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-ultra-256gb-8gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p62269749.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/dc/f7/b7/2e705574301fe2c9c6ee91d1189e7bc3.jpg,29.990.000đ,22.190.000đ                                            -26%,6 nhận xét,YES,84%,Trả góp 0%,1,47
48307567,48307569,8818320022419,Điện Thoại Samsung Galaxy A01 (16GB/2GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-a01-16gb-2gb-hang-chinh-hang-p48307567.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/4d/94/81/431e8b4d197f263a609445dea6e86932.jpg,2.790.000đ,1.990.000đ                                            -29%,94 nhận xét,YES,88%,,1,48
53090589,53090591,6739441251149,Điện Thoại iPhone  SE 64GB ( 2020)  -  Hàng  Chính Hãng,Apple,https://tiki.vn/dien-thoai-iphone-se-64gb-2020-nhap-khau-hang-chinh-hang-p53090589.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/be/02/b1/de39c71b50c622060263a39435ca0008.jpg,12.990.000đ,11.290.000đ                                            -13%,27 nhận xét,YES,92%,Trả góp 0%,1,49
34016501,53991351,9706255557276,Điện Thoại iPhone 11 64GB  - Hàng Nhập Khẩu,Apple,https://tiki.vn/dien-thoai-iphone-11-64gb-hang-nhap-khau-p34016501.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9a/b5/a9/685dcf8857f487cd8632bccf7b8176c9.png,22.990.000đ,17.399.000đ                                            -24%,17 nhận xét,YES,94%,Trả góp 0%,1,50
40639597,35166965,7400219184295,Máy Đọc Sách Kindle Paperwhite Gen 10 - 2019 - Hàng Nhập Khẩu,Kindle,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-10-2019-hang-nhap-khau-p40639597.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/09/43/67/0fad375f1bee9b1597256a326059e8bc.jpg,4.300.000đ,2.989.000đ                                            -30%,203 nhận xét,YES,90%,,2,0
12389305,12389307,6782615623754,iPad Mini 5 Wi-Fi 64GB -  Hàng Nhập Khẩu Chính Hãng,Apple,https://tiki.vn/ipad-mini-5-wi-fi-64gb-hang-nhap-khau-chinh-hang-p12389305.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/99/96/a2/9e1b77fe3d8383861f7c1c93de81579f.jpg,11.990.000đ,9.450.000đ                                            -21%,339 nhận xét,YES,92%,Trả góp 0%,2,1
53514080,53514082,8156792833189,Điện Thoại iPhone SE 64GB ( 2020) - Hàng NHập Khẩu,Apple,https://tiki.vn/dien-thoai-iphone-se-64gb-2020-hang-nhap-khau-p53514080.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/3f/d8/da/de6d50aec5f8828eb1d421cb7cce1e35.PNG,12.990.000đ,10.699.000đ                                            -18%,9 nhận xét,YES,94%,Trả góp 0%,2,2
38210099,38210105,1550029754921,Điện Thoại iPhone 6s Plus 32GB - Hàng Nhập Khẩu Chính Hãng,Apple,https://tiki.vn/dien-thoai-iphone-6s-plus-32gb-hang-nhap-khau-chinh-hang-p38210099.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/b3/85/91/6cdd63de5acc4862d94035d039820df5.jpg,7.990.000đ,6.490.000đ                                            -19%,28 nhận xét,YES,86%,Trả góp 0%,2,3
33802447,42216147,5413554992854,Điện Thoại iPhone 11 Pro 256GB - Hàng Nhập Khẩu ,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-256gb-hang-nhap-khau-p33802447.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/57/6a/d5/3e5231483c0a0faebfb457ab672e89d4.png,36.990.000đ,26.850.000đ                                            -27%,7 nhận xét,YES,90%,Trả góp 0%,2,4
50024767,52611794,8944528329934,Điện Thoại Vsmart Bee 3 - Hàng Chính Hãng,Vsmart,https://tiki.vn/dien-thoai-vsmart-bee-3-hang-chinh-hang-p50024767.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/90/8d/91/6cabe983373551fa90902578906ffa4d.jpg,1.590.000đ,1.380.000đ                                            -13%,65 nhận xét,YES,84%,,2,5
32036936,32036942,2307680828671,Điện Thoại iPhone 11 Pro 64GB - Hàng Chính Hãng ,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-64gb-hang-chinh-hang-p32036936.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a2/c5/b6/548b41170890a1319d13c4f177640399.jpg,30.990.000đ,24.990.000đ                                            -19%,51 nhận xét,YES,98%,Trả góp 0%,2,6
58437155,58437159,9452783090197,Điện Thoại OPPO RENO 4 (8GB/128GB) - Hàng Chính Hãng,OPPO,https://tiki.vn/dien-thoai-oppo-reno-4-8gb-128gb-hang-chinh-hang-p58437155.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ac/e5/dd/416539c5e2d07de70a61aa4d14507043.jpg,8.990.000đ,7.750.000đ                                            -14%,14 nhận xét,YES,100%,Trả góp 0%,2,7
33996665,53991226,2692455386181,Điện Thoại iPhone 11 128GB  - Hàng Nhập Khẩu,Apple,https://tiki.vn/dien-thoai-iphone-11-128gb-hang-nhap-khau-p33996665.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/02/6d/a7/9b1a673d592cd371487eeaff0d751b14.png,24.990.000đ,17.590.000đ                                            -30%,11 nhận xét,YES,82%,Trả góp 0%,2,8
52342723,52342725,4287696261717,Điện Thoại  Realme C3i (2GB/32G) - Hàng Chính Hãng,Realme,https://tiki.vn/dien-thoai-realme-c3i-2gb-32g-hang-chinh-hang-p52342723.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/8e/b8/96/fb70ed1a9fc362fb362d14afa79947c2.jpg,2.590.000đ,2.130.000đ                                            -18%,73 nhận xét,YES,92%,,2,9
15674844,22254695,5260040768376,Điện Thoại OPPO A5s - Hàng Chính Hãng,OPPO,https://tiki.vn/dien-thoai-oppo-a5s-hang-chinh-hang-p15674844.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/fc/9e/99/0b70ce137107abf42cc44cd66bfa0e83.jpg,3.990.000đ,2.690.000đ                                            -33%,105 nhận xét,YES,94%,,2,10
58616047,58616049,4580835218826,Điện Thoại Samsung Galaxy Note 20 (256GB/8GB) - Hàng Chính Hãng,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-256gb-8gb-hang-chinh-hang-p58616047.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/cf/e7/11/bddcf4a0becf73bca584ed9551c667c3.jpg,23.990.000đ,18.190.000đ                                            -24%,2 nhận xét,YES,100%,Trả góp 0%,2,11
36196166,54160024,4914338802235,Điện Thoại Realme 5 (4GB/128GB) - Hàng chính hãng,Realme,https://tiki.vn/dien-thoai-realme-5-4gb-128gb-hang-chinh-hang-p36196166.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/a7/e7/11/309bd980c118cf48f1c32051cd826015.jpg,5.000.000đ,3.490.000đ                                            -30%,20 nhận xét,YES,92%,Trả góp 0%,2,12
1965487,1965489,4064677028763,Điện Thoại Trẻ Em MKIDS - Hàng Chính Hãng Của Viettel - Chỉ Định Vị Bằng Sim Viettel,Viettel,https://tiki.vn/dien-thoai-tre-em-mkids-hang-chinh-hang-cua-viettel-chi-dinh-vi-bang-sim-viettel-p1965487.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/52/97/7e/d2e94323abd70eac0c5220be8dde1996.jpg,650.000đ,330.000đ                                            -49%,188 nhận xét,YES,80%,,2,13
32033383,32033385,8982008803536,Điện Thoại iPhone 11 Pro Max 256GB - Hàng Chính Hãng ,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-max-256gb-hang-chinh-hang-p32033383.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/05/c1/fb/8d6f58a3bf0a9a1274578e7a87617225.jpg,37.990.000đ,31.950.000đ                                            -16%,61 nhận xét,YES,90%,Trả góp 0%,2,14
55646154,55646156,8129405753310,Điện Thoại Oppo A92 2020 (8GB/128GB) - Hàng Chính Hãng,OPPO,https://tiki.vn/dien-thoai-oppo-a92-2020-8gb-128gb-hang-chinh-hang-p55646154.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/32/41/05/881ce839762dbe1f32f9f4719458ae5c.jpg,6.990.000đ,5.990.000đ                                            -14%,21 nhận xét,YES,94%,Trả góp 0%,2,15
14500261,58271210,5332271953200,Điện Thoại Mobell S47 - Hàng Chính Hãng,Mobell,https://tiki.vn/dien-thoai-mobell-s47-hang-chinh-hang-p14500261.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/de/ba/b9/7ad5c4cfac9da2def78781bd0fb67b32.jpg,1.900.000đ,690.000đ                                            -64%,15 nhận xét,YES,78%,,2,16
33911924,53991051,1164351738650,Điện Thoại iPhone 11 Pro Max 256GB - Hàng Nhập Khẩu,Apple,https://tiki.vn/dien-thoai-iphone-11-pro-max-256gb-hang-nhap-khau-p33911924.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/09/75/89/9bfc7f8c137be11eacfac4189d4c22ef.png,40.990.000đ,27.699.000đ                                            -32%,8 nhận xét,YES,78%,Trả góp 0%,2,17
23258088,34160513,2906787913268,Máy Tính Bảng Samsung Galaxy Tab A8 8' T295 (2019) - Đã Kích Hoạt Bảo Hành - Hàng Chính Hãng,Samsung,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a8-8-t295-2019-da-kich-hoat-bao-hanh-hang-chinh-hang-p23258088.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d9/7a/32/d0168d2245328f479077c75a770c60fb.jpg,3.690.000đ,3.190.000đ                                            -14%,16 nhận xét,YES,96%,Trả góp 0%,2,18
50304588,50304590,4636205751209,Điện Thoại Samsung Galaxy S20 Ultra - Đã Kích Hoạt Bảo Hành Điện Tử,Samsung,https://tiki.vn/dien-thoai-samsung-galaxy-s20-ultra-da-kich-hoat-bao-hanh-dien-tu-p50304588.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/74/28/0f/417f3188ced7dc6d3668c4cdccee884c.jpg,29.990.000đ,19.450.000đ                                            -35%,13 nhận xét,YES,76%,Trả góp 0%,2,19
54609695,54609705,5679690571913,Điện thoại Xiaomi Mi Note 10 Lite - Hàng Chính Hãng,Xiaomi,https://tiki.vn/dien-thoai-xiaomi-mi-note-10-lite-hang-chinh-hang-p54609695.html?src=category-page-1789&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5a/f0/a9/27dae5edaf69b756ab8ddade5fd48b9a.png,8.990.000đ,7.990.000đ                                            -11%,4 nhận xét,YES,100%,Trả góp 0%,2,20
